COD_MUN_IBGE,NOME,UF,POP_201,IDHM_10,PIB_PER
5208806,GOIANIRA,GO,35617,0.694,7453
5215009,NOVA VENEZA,GO,8388,0.718,10555
5203609,BRAZABRANTES,GO,3302,0.701,11877
5210000,INHUMAS,GO,48903,0.72,10219
5201603,ARACU,GO,3753,0.693,9174
5211404,ITAUCU,GO,8620,0.718,8027
5210406,ITABERAI,GO,36503,0.719,16743
5221007,TAQUARAL DE GOIAS,GO,3535,0.716,9683
5209606,HEITORAI,GO,3591,0.694,10380
5210562,ITAGUARI,GO,4533,0.693,9282
5210604,ITAGUARU,GO,5398,0.718,12268
5219506,SANTA ROSA DE GOIAS,GO,2813,0.701,8780
5212055,JESUPOLIS,GO,2327,0.649,6932
5209291,GUARAITA,GO,2313,0.687,8586
5211206,ITAPURANGA,GO,26033,0.726,8765
5213855,MORRO AGUDO DE GOIAS,GO,2336,0.695,8652
5220280,SAO PATRICIO,GO,1996,0.693,9827
5218904,RUBIATABA,GO,19041,0.719,9878
5214705,NOVA AMERICA,GO,2271,0.678,9026
5221700,URUANA,GO,13810,0.703,12761
5205000,CARMO DO RIO VERDE,GO,9097,0.713,16972
5205406,CERES,GO,20924,0.775,10705
5218706,RIANAPOLIS,GO,4597,0.693,17025
5218607,RIALMA,GO,10571,0.727,16148
5210158,IPIRANGA DE GOIAS,GO,2848,0.696,8699
5221403,TRINDADE,GO,107966,0.699,8434
5201405,APARECIDA DE GOIANIA,GO,474219,0.718,11297
5200050,ABADIA DE GOIAS,GO,7164,0.708,7537
3155108,RIO DO PRADO,MG,5191,0.605,5871
2911808,GUARATINGA,BA,21840,0.558,5213
2918456,JUCURUCU,BA,9972,0.541,6835
2906907,CARAVELAS,BA,21612,0.616,13642
2931350,TEIXEIRA DE FREITAS,BA,143001,0.685,9186
2912806,IBIRAPUA,BA,8086,0.614,14311
2915601,ITAMARAJU,BA,63037,0.627,7915
2925501,PRADO,BA,27693,0.621,11525
2900801,ALCOBACA,BA,21328,0.608,10529
5215702,PALMEIRAS DE GOIAS,GO,24171,0.698,21259
5201306,ANICUNS,GO,20464,0.714,13686
5200159,ADELANDIA,GO,2480,0.702,9528
5219100,SANTA BARBARA DE GOIAS,GO,5870,0.706,9301
5214408,NAZARIO,GO,8062,0.71,15226
5213905,MOSSAMEDES,GO,4888,0.706,11737
5200852,AMERICANO DO BRASIL,GO,5595,0.7,12999
5204607,CAMPESTRE DE GOIAS,GO,3421,0.653,11023
5202809,AVELINOPOLIS,GO,2442,0.66,16179
5205208,CATURAI,GO,4740,0.664,8987
5209200,GUAPO,GO,13994,0.697,7033
3504008,ASSIS,SP,96336,0.805,14272
3528809,MARACAI,SP,13382,0.771,32164
3553955,TARUMA,SP,13209,0.753,30088
3513306,CRUZALIA,SP,2224,0.774,29209
3537156,PEDRINHAS PAULISTA,SP,2952,0.774,28143
3510005,CANDIDO MOTA,SP,29976,0.747,16692
3516101,FLORINIA,SP,2785,0.713,43182
4123907,SANTA MARIANA,PR,12279,0.7,12345
3535309,PALMITAL,SP,21260,0.746,22037
4111001,ITAMBARACA,PR,6710,0.694,10454
4101101,ANDIRA,PR,20451,0.725,18057
3539707,PLATINA,SP,3242,0.719,19813
3527900,LUTECIA,SP,2687,0.72,18819
3514700,ECHAPORA,SP,6242,0.745,14469
3507209,BORA,SP,807,0.746,40546
3535507,PARAGUACU PAULISTA,SP,42680,0.762,21845
3542206,RANCHARIA,SP,28809,0.751,29400
3525607,JOAO RAMALHO,SP,4197,0.741,15081
3555000,TUPA,SP,63498,0.771,16736
3541703,QUATA,SP,12972,0.738,40762
3542008,QUINTANA,SP,6089,0.732,12145
3540002,POMPEIA,SP,20235,0.786,25851
3534500,OSCAR BRESSANE,SP,2535,0.749,12419
3519006,HERCULANDIA,SP,8803,0.727,12250
3501301,ALVARES MACHADO,SP,23642,0.758,9966
3541406,PRESIDENTE PRUDENTE,SP,210393,0.806,20489
3500808,ALFREDO MARCONDES,SP,3921,0.741,12168
3548302,SANTO EXPEDITO,SP,2845,0.732,11147
3515806,FLORA RICA,SP,1688,0.727,18791
3502408,ANHUMAS,SP,3788,0.741,11140
3539202,PIRAPOZINHO,SP,25086,0.776,15913
3541208,PRESIDENTE BERNARDES,SP,13406,0.757,11393
3508900,CAIABU,SP,4072,0.729,12022
3520608,INDIANA,SP,4809,0.761,8879
3528908,MARIAPOLIS,SP,3926,0.718,9301
3516002,FLORIDA PAULISTA,SP,13112,0.715,11793
3526001,JUNQUEIROPOLIS,SP,18986,0.745,14916
3515129,EMILIANOPOLIS,SP,3040,0.727,11737
3534906,PACAEMBU,SP,13333,0.725,9709
3526506,LAVINIA,SP,9330,0.721,13299
3529203,MARTINOPOLIS,SP,24502,0.721,12912
3540853,PRACINHA,SP,3074,0.696,6929
3527405,LUCELIA,SP,20119,0.752,12167
3544707,SAGRES,SP,2389,0.73,12718
3534609,OSVALDO CRUZ,SP,31109,0.762,14001
3556305,VALPARAISO,SP,23181,0.725,17398
3500105,ADAMANTINA,SP,33843,0.79,16516
3520806,INUBIA PAULISTA,SP,3678,0.759,17366
3545100,SALMOURAO,SP,4881,0.719,13940
3518206,GUARARAPES,SP,30862,0.763,22441
3544400,RUBIACEA,SP,2789,0.721,28517
3530102,MIRANDOPOLIS,SP,27717,0.751,10537
3521606,IRAPURU,SP,7840,0.712,9108
3533205,NOVA INDEPENDENCIA,SP,3220,0.735,86909
3517802,GUARACAI,SP,8366,0.719,13815
3502101,ANDRADINA,SP,55361,0.779,19772
3532108,MURUTINGA DO SUL,SP,4219,0.726,11539
3506201,BENTO DE ABREU,SP,2717,0.744,31247
3502804,ARACATUBA,SP,183441,0.788,19281
3505807,BASTOS,SP,20424,0.751,17712
3536000,PARAPUA,SP,10805,0.737,15599
3519204,IACRI,SP,6365,0.733,11671
3543808,RINOPOLIS,SP,9887,0.723,10164
3537701,PIACATU,SP,5387,0.732,12155
3516507,GABRIEL MONTEIRO,SP,2706,0.763,32708
3541802,QUEIROZ,SP,2905,0.715,82334
3503356,ARCO IRIS,SP,1890,0.722,25292
3548401,SANTOPOLIS DO AGUAPEI,SP,4347,0.74,12189
3527702,LUIZIANIA,SP,5145,0.702,12284
3511904,CLEMENTINA,SP,7316,0.725,21308
3517000,GETULINA,SP,10825,0.717,15621
3506409,BILAC,SP,7193,0.768,12827
3507704,BRAUNA,SP,5118,0.737,9640
3512506,COROADOS,SP,5362,0.719,16331
3517109,GLICERIO,SP,4586,0.735,14352
3506508,BIRIGUI,SP,110907,0.78,15009
3537404,PEREIRA BARRETO,SP,24953,0.766,29158
5006002,NOVA ALVORADA DO SUL,MS,17410,0.694,21688
5004908,JARAGUARI,MS,6485,0.664,13881
5001508,BANDEIRANTES,MS,6637,0.681,17517
5007109,RIBAS DO RIO PARDO,MS,21584,0.664,22472
5002605,CAMAPUA,MS,13609,0.703,17313
5006200,NOVA ANDRADINA,MS,47126,0.721,16911
5007695,SAO GABRIEL DO OESTE,MS,23016,0.729,28125
5003900,FIGUEIRAO,MS,2945,0.66,19643
4207007,ICARA,SC,49238,0.741,19581
5002951,CHAPADAO DO SUL,MS,19974,0.754,34716
5000203,AGUA CLARA,MS,13358,0.67,25742
5006408,PEDRO GOMES,MS,7882,0.671,16e3
5000252,ALCINOPOLIS,MS,4704,0.711,23355
5100607,ALTO TAQUARI,MT,8615,0.705,66248
5218102,PORTELANDIA,GO,3861,0.654,29153
5002308,BRASILANDIA,MS,11807,0.701,18072
5008305,TRES LAGOAS,MS,105224,0.744,27741
3511003,CASTILHO,SP,18465,0.731,42777
3536406,PAULICEIA,SP,6496,0.711,15719
3523008,ITAPURA,SP,4436,0.72,18803
5007802,SELVIRIA,MS,6318,0.682,18463
5004403,INOCENCIA,MS,7639,0.681,19492
5002902,CASSILANDIA,MS,21099,0.727,15732
5001003,APARECIDA DO TABOADO,MS,22912,0.697,20246
5006309,PARANAIBA,MS,40462,0.721,14960
3520442,ILHA SOLTEIRA,SP,25226,0.812,51902
3552551,SUZANAPOLIS,SP,3473,0.699,34692
3544509,RUBINEIA,SP,2900,0.759,10428
3548054,SANTO ANTONIO DO ARACANGUA,SP,7732,0.757,32886
3552304,SUD MENNUCCI,SP,7446,0.747,26758
3502606,APARECIDA D OESTE,SP,4377,0.721,12358
3532843,NOVA CANAA PAULISTA,SP,2059,0.715,17825
3546603,SANTA FE DO SUL,SP,29651,0.784,20876
3535200,PALMEIRA D OESTE,SP,9473,0.753,14652
3546108,SANTA CLARA D OESTE,SP,2079,0.733,11567
3554904,TRES FRONTEIRAS,SP,5468,0.753,10785
3547403,SANTA RITA D OESTE,SP,2521,0.761,18027
3529104,MARINOPOLIS,SP,2101,0.731,16140
3518909,GUZOLANDIA,SP,4824,0.697,11351
3504206,AURIFLAMA,SP,14307,0.773,14215
3513850,DIRCE REIS,SP,1699,0.741,16345
3533304,NOVA LUZITANIA,SP,3546,0.743,9789
3532868,NOVA CASTILHO,SP,1146,0.756,38912
3516903,GENERAL SALGADO,SP,10646,0.747,17704
3549250,SAO JOAO DE IRACEMA,SP,1797,0.748,21605
3540259,PONTALINDA,SP,4155,0.702,11583
3524808,JALES,SP,47137,0.776,18175
3515202,ESTRELA D OESTE,SP,8201,0.76,59431
3528304,MAGDA,SP,3167,0.753,15328
3547205,SANTANA DA PONTE PENSA,SP,1603,0.773,13420
3549003,SAO FRANCISCO,SP,2783,0.723,12079
3555802,URANIA,SP,8838,0.746,12771
3547650,SANTA SALETE,SP,1458,0.772,21834
3503950,ASPASIA,SP,1802,0.735,12895
3545704,SANTA ALBERTINA,SP,5744,0.728,12445
3114550,CARNEIRINHO,MG,9556,0.741,22219
3529658,MESOPOLIS,SP,1880,0.724,25762
3535903,PARANAPUA,SP,3843,0.732,15521
3556958,VITORIA BRASIL,SP,1747,0.725,13479
3514205,DOLCINOPOLIS,SP,2088,0.742,12601
3555307,TURMALINA,SP,1920,0.736,18975
3549201,SAO JOAO DAS DUAS PONTES,SP,2552,0.72,14472
3540408,POPULINA,SP,4189,0.714,17482
3518008,GUARANI D OESTE,SP,1965,0.732,10266
3534757,OUROESTE,SP,8725,0.77,78106
3520707,INDIAPORA,SP,3880,0.751,16502
5212253,LAGOA SANTA,GO,1305,0.74,14278
3138625,LIMEIRA DO OESTE,MG,6999,0.71,27590
3134400,ITURAMA,MG,35308,0.747,19078
3170438,UNIAO DE MINAS,MG,4385,0.672,28480
3508702,CACONDE,SP,18563,0.72,12034
3513900,DIVINOLANDIA,SP,11086,0.734,13962
3151800,POCOS DE CALDAS,MG,154974,0.779,24634
3143203,MONTE SANTO DE MINAS,MG,21238,0.71,12818
3510906,CASSIA DOS COQUEIROS,SP,2599,0.734,15292
3530508,MOCOCA,SP,66399,0.762,19185
3549706,SAO JOSE DO RIO PARDO,SP,52176,0.774,21688
3510807,CASA BRANCA,SP,28535,0.73,18823
3128303,GUARANESIA,MG,18727,0.701,14657
3104106,ARCEBURGO,MG,9732,0.683,25257
3164704,SAO SEBASTIAO DO PARAISO,MG,65984,0.722,17031
3132909,ITAMOGI,MG,10293,0.674,12342
3553609,TAPIRATIBA,SP,12707,0.751,14586
3144102,MUZAMBINHO,MG,20406,0.74,13123
3128709,GUAXUPE,MG,49792,0.751,24052
3163904,SAO PEDRO DA UNIAO,MG,4953,0.674,13903
3136900,JURUAIA,MG,9474,0.723,10710
3147907,PASSOS,MG,107661,0.756,13601
3134806,JACUI,MG,7520,0.668,10344
3107604,BOM JESUS DA PENHA,MG,3942,0.735,18272
3108404,BOTELHOS,MG,14893,0.702,9199
3105301,BANDEIRA DO SUL,MG,5405,0.692,7299
3110301,CALDAS,MG,13764,0.687,11496
3102605,ANDRADAS,MG,37920,0.734,13229
3109501,CABO VERDE,MG,13838,0.674,13222
3122405,DIVISA NOVA,MG,5797,0.67,9739
3111002,CAMPESTRE,MG,20707,0.698,12379
3159209,SANTA RITA DE CALDAS,MG,8990,0.69,13281
3139003,MACHADO,MG,39264,0.715,18494
3151701,POCO FUNDO,MG,16082,0.691,10624
3131505,IPUIUNA,MG,9607,0.686,13080
3101607,ALFENAS,MG,74804,0.761,17401
3166907,SERRANIA,MG,7548,0.677,14938
3143005,MONTE BELO,MG,13049,0.688,14005
3145109,NOVA RESENDE,MG,15599,0.671,14466
3101904,ALPINOPOLIS,MG,18709,0.725,12629
3114402,CARMO DO RIO CLARO,MG,20531,0.733,13671
3102001,ALTEROSA,MG,13829,0.668,8813
3104304,AREADO,MG,13958,0.727,9548
3117108,CONCEICAO DA APARECIDA,MG,9888,0.691,12881
3508108,BURITAMA,SP,15655,0.763,16721
3527256,LOURDES,SP,2147,0.742,12963
3531001,MONCOES,SP,2144,0.772,106316
3516804,GASTAO VIDIGAL,SP,4285,0.723,10526
3555208,TURIUBA,SP,1936,0.751,25909
3539608,PLANALTO,SP,4583,0.719,18197
4200903,ANGELINA,SC,5171,0.687,12443
4200606,AGUAS MORNAS,SC,5685,0.723,11620
4217253,SAO PEDRO DE ALCANTARA,SC,4874,0.734,8660
4215703,SANTO AMARO DA IMPERATRIZ,SC,20332,0.781,12295
4215901,SAO BONIFACIO,SC,2977,0.731,11746
4216602,SAO JOSE,SC,215278,0.809,22729
4211900,PALHOCA,SC,142558,0.757,14714
4212304,PAULO LOPES,SC,6808,0.716,13987
4201208,ANTONIO CARLOS,SC,7613,0.749,37501
4216305,SAO JOAO BATISTA,SC,27982,0.74,15070
4202305,BIGUACU,SC,59736,0.739,22975
4203709,CANELINHA,SC,10845,0.697,11359
4207304,IMBITUBA,SC,40845,0.765,25270
4205704,GAROPABA,SC,18890,0.753,12533
4218004,TIJUCAS,SC,32087,0.76,22040
4206009,GOVERNADOR CELSO RAMOS,SC,13211,0.747,10867
4205407,FLORIANOPOLIS,SC,433158,0.847,23282
4213708,POUSO REDONDO,SC,15204,0.72,17638
4215307,SALETE,SC,7402,0.744,13760
4219408,WITMARSUM,SC,3653,0.71,18448
4205100,DONA EMMA,SC,3784,0.742,13567
4215679,SANTA TEREZINHA,SC,8756,0.669,15162
4219358,VITOR MEIRELES,SC,5160,0.673,14401
4214607,RIO DO OESTE,SC,7145,0.754,17205
4214003,PRESIDENTE GETULIO,SC,15273,0.759,20136
4209151,JOSE BOITEUX,SC,4741,0.694,13185
4208104,ITAIOPOLIS,SC,20485,0.708,18991
4210100,MAFRA,SC,53361,0.777,17904
4215000,RIO NEGRINHO,SC,40169,0.738,14521
4205159,DOUTOR PEDRINHO,SC,3683,0.716,11514
4209508,LAURENTINO,SC,6147,0.749,26043
4214805,RIO DO SUL,SC,62658,0.802,21847
4200309,AGRONOMICA,SC,4985,0.741,19331
4206900,IBIRAMA,SC,17561,0.737,14541
4209904,LONTRAS,SC,10526,0.704,12521
4201901,AURORA,SC,5561,0.733,17952
4202206,BENEDITO NOVO,SC,10528,0.74,12539
4201257,APIUNA,SC,9764,0.708,17556
4214102,PRESIDENTE NEREU,SC,2281,0.737,15137
4201703,ASCURRA,SC,7485,0.742,14384
4207502,INDAIAL,SC,57068,0.777,25627
4214706,RIO DOS CEDROS,SC,10488,0.729,16691
4218202,TIMBO,SC,37894,0.784,26713
4215109,RODEIO,SC,11004,0.754,14003
4122305,RIO NEGRO,PR,31662,0.76,18880
4215802,SAO BENTO DO SUL,SC,76215,0.782,23664
4204509,CORUPA,SC,14155,0.78,17347
4208906,JARAGUA DO SUL,SC,148353,0.803,36726
4119103,PIEN,PR,11454,0.694,25007
4203303,CAMPO ALEGRE,SC,11766,0.714,16825
4113205,LAPA,PR,45334,0.706,17332
4102307,BALSA NOVA,PR,11539,0.696,25709
4106209,CONTENDA,PR,16292,0.681,10011
4121208,QUITANDINHA,PR,17364,0.68,8856
4104105,CAMPO DO TENENTE,PR,7245,0.686,14931
4120101,PORTO AMAZONAS,PR,4556,0.7,12675
4100301,AGUDOS DO SUL,PR,8429,0.66,8940
4114302,MANDIRITUBA,PR,22927,0.655,12422
4127601,TIJUCAS DO SUL,PR,14881,0.636,14736
4101804,ARAUCARIA,PR,122878,0.74,103778
4107652,FAZENDA RIO GRANDE,PR,84514,0.72,7575
4106902,CURITIBA,PR,1776761,0.823,30400
4202404,BLUMENAU,SC,316139,0.806,28945
4202701,BOTUVERA,SC,4584,0.724,21016
4206306,GUABIRUBA,SC,19254,0.754,24588
4202909,BRUSQUE,SC,109950,0.795,27912
4205902,GASPAR,SC,59728,0.765,24032
4213203,POMERODE,SC,28610,0.78,31644
3117504,CONCEICAO DO MATO DENTRO,MG,17798,0.634,7566
3102407,ALVORADA DE MINAS,MG,3549,0.572,7196
3167103,SERRO,MG,20809,0.656,6118
3156809,SABINOPOLIS,MG,15619,0.638,5827
3121605,DIAMANTINA,MG,46125,0.716,7750
3120102,COUTO DE MAGALHAES DE MINAS,MG,4234,0.659,5954
3156007,RIO VERMELHO,MG,13455,0.558,4871
3160207,SANTO ANTONIO DO ITAMBE,MG,4067,0.558,5542
3166501,SERRA AZUL DE MINAS,MG,4224,0.557,4599
3140605,MATERLANDIA,MG,4558,0.597,5795
3148400,PAULISTAS,MG,4889,0.625,5763
3128006,GUANHAES,MG,31781,0.686,10721
3125408,FELICIO DOS SANTOS,MG,5054,0.606,5204
3165909,SENADOR MODESTINO GONCALVES,MG,4481,0.62,6750
3125507,SAO GONCALO DO RIO PRETO,MG,3071,0.64,5955
3132503,ITAMARANDIBA,MG,32595,0.646,7318
3113503,CARBONITA,MG,9176,0.638,6037
3145455,OLHOS D AGUA,MG,5416,0.626,10529
3107307,BOCAIUVA,MG,47236,0.7,8807
3126604,FRANCISCO DUMONT,MG,4920,0.625,7346
3123809,ENGENHEIRO NAVARRO,MG,7128,0.655,6277
3132008,ITACAMBIRA,MG,5053,0.628,7085
3136801,JURAMENTO,MG,4146,0.669,7973
3128253,GUARACIAMA,MG,4756,0.677,6247
3127354,GLAUCILANDIA,MG,2992,0.679,6063
3143302,MONTES CLAROS,MG,370216,0.77,12437
3100500,ACUCENA,MG,10093,0.61,5607
3116803,COLUNA,MG,8972,0.583,4975
3171808,VIRGINOPOLIS,MG,10534,0.675,6655
3122207,DIVINOLANDIA DE MINAS,MG,7114,0.623,4853
3127503,GONZAGA,MG,5953,0.606,4634
3112059,CANTAGALO,MG,4249,0.631,5715
3126950,FREI LAGONEGRO,MG,3350,0.543,5168
5217401,PIRES DO RIO,GO,29145,0.744,13584
3524204,JABORANDI,SP,6618,0.711,13439
3531902,MORRO AGUDO,SP,29673,0.712,24580
3505500,BARRETOS,SP,113338,0.789,17773
3540200,PONTAL,SP,41840,0.725,15490
3544905,SALES OLIVEIRA,SP,10756,0.772,17634
3534302,ORLANDIA,SP,40352,0.78,23240
3549409,SAO JOAQUIM DA BARRA,SP,47256,0.762,23198
3505906,BATATAIS,SP,57286,0.761,19944
3533601,NUPORANGA,SP,6894,0.746,24143
3521309,IPUA,SP,14492,0.749,14935
3517703,GUARA,SP,20001,0.718,15686
3524105,ITUVERAVA,SP,39062,0.765,14656
3517406,GUAIRA,SP,37826,0.753,22892
3529708,MIGUELOPOLIS,SP,20668,0.741,13784
3117306,CONCEICAO DAS ALAGOAS,MG,23932,0.712,27446
3170107,UBERABA,MG,302623,0.772,24173
3100708,AGUA COMPRIDA,MG,2015,0.675,61879
3503000,ARAMINA,SP,5211,0.74,15512
3121258,DELTA,MG,8546,0.639,33519
3520103,IGARAPAVA,SP,28259,0.768,21693
3536307,PATROCINIO PAULISTA,SP,13240,0.73,26057
3501004,ALTINOPOLIS,SP,15627,0.73,23708
3549508,SAO JOSE DA BELA VISTA,SP,8456,0.693,18470
3542701,RESTINGA,SP,6739,0.705,14228
3516200,FRANCA,SP,323307,0.78,15806
3543105,RIBEIRAO CORRENTE,SP,4333,0.711,27322
3513207,CRISTAIS PAULISTA,SP,7741,0.734,25278
3116407,CLARAVAL,MG,4588,0.698,13812
3129707,IBIRACI,MG,12470,0.706,39130
3112406,CAPETINGA,MG,7039,0.675,11273
3165107,SAO TOMAS DE AQUINO,MG,7062,0.7,14797
3508207,BURITIZAL,SP,4111,0.735,67308
3525409,JERIQUARA,SP,3142,0.703,29251
3537008,PEDREGULHO,SP,15807,0.715,18764
3156908,SACRAMENTO,MG,24283,0.732,24729
3118205,CONQUISTA,MG,6591,0.729,24679
3543600,RIFAINA,SP,3453,0.74,13097
3171105,VERISSIMO,MG,3575,0.667,28238
3170206,UBERLANDIA,MG,619536,0.789,30464
3130705,INDIANOPOLIS,MG,6312,0.674,46794
3104007,ARAXA,MG,95888,0.772,31457
3149804,PERDIZES,MG,14713,0.723,30834
3145000,NOVA PONTE,MG,13314,0.701,39182
3168903,TIROS,MG,6806,0.683,17494
3107000,BIQUINHAS,MG,2602,0.688,11047
3143500,MORADA NOVA DE MINAS,MG,8353,0.696,10156
3161700,SAO GONCALO DO ABAETE,MG,6390,0.67,16452
3169356,TRES MARIAS,MG,29036,0.752,34451
3129608,IBIAI,MG,7928,0.614,5617
3137304,LAGOA DOS PATOS,MG,4191,0.634,7133
3170800,VARZEA DA PALMA,MG,36439,0.666,15864
3138104,LASSANCE,MG,6474,0.629,24598
3125705,FELIXLANDIA,MG,14323,0.648,18098
3119104,CORINTO,MG,23819,0.68,8038
3143609,MORRO DA GARCA,MG,2615,0.648,22350
3104809,AUGUSTO DE LIMA,MG,4930,0.656,9735
3136405,JOAQUIM FELICIO,MG,4371,0.637,8195
3109204,BUENOPOLIS,MG,10281,0.669,7333
3120904,CURVELO,MG,75014,0.713,10342
3160603,SANTO HIPOLITO,MG,3201,0.657,17544
3153202,PRESIDENTE JUSCELINO,MG,3846,0.614,9685
3158508,SANTANA DE PIRAPAMA,MG,7918,0.628,9143
3131109,INIMUTABA,MG,7034,0.664,9600
3142502,MONJOLOS,MG,2327,0.65,12525
3127602,GOUVEIA,MG,11680,0.681,7476
3151206,PIRAPORA,MG,53832,0.731,19757
3135605,JEQUITAI,MG,7893,0.643,6108
3162252,SAO JOAO DA LAGOA,MG,4695,0.634,7009
3116506,CLARO DOS POCOES,MG,7712,0.67,7699
3120409,CRISTIANO OTONI,MG,5023,0.695,8601
3114907,CASA GRANDE,MG,2241,0.652,8989
3113206,CARANDAI,MG,23692,0.697,13194
3118304,CONSELHEIRO LAFAIETE,MG,118578,0.761,9046
3153806,QUELUZITO,MG,1872,0.682,11286
3113107,CARANAIBA,MG,3260,0.634,5911
3118007,CONGONHAS,MG,49616,0.753,27183
3160900,SAO BRAS DO SUACUI,MG,3548,0.664,21738
3123908,ENTRE RIOS DE MINAS,MG,14413,0.672,7154
3159100,SANTANA DOS MONTES,MG,3804,0.647,5715
3118106,CONGONHAS DO NORTE,MG,4950,0.568,4666
3146107,OURO PRETO,MG,70886,0.741,78013
3142007,MIRABELA,MG,13116,0.665,4823
3147956,PATIS,MG,5642,0.614,5134
3138658,LONTRA,MG,8506,0.646,4058
3129657,IBIRACATU,MG,6098,0.591,4613
3117836,CONEGO MARINHO,MG,7196,0.621,4837
3108255,BONITO DE MINAS,MG,9947,0.537,3932
3142700,MONTALVANIA,MG,15631,0.613,5476
3142254,MIRAVANIA,MG,4604,0.593,6819
3139300,MANGA,MG,19489,0.642,5915
3162450,SAO JOAO DAS MISSOES,MG,11940,0.529,3593
2909109,CORIBE,BA,14210,0.6,5480
2910776,FEIRA DA MATA,BA,6177,0.588,5841
2928109,SANTA MARIA DA VITORIA,BA,40165,0.614,5576
2903201,BARREIRAS,BA,141081,0.721,13638
2907400,CATOLANDIA,BA,3215,0.582,8317
2911105,FORMOSA DO RIO PRETO,BA,23169,0.618,22662
3136959,JUVENILIA,MG,5697,0.592,5230
2907103,CARINHANHA,BA,28519,0.576,3793
2920205,MALHADA,BA,16058,0.562,4595
2929057,SAO FELIX DO CORIBE,BA,13243,0.639,6408
2906105,CANAPOLIS,BA,9395,0.565,4026
2928208,SANTANA,BA,24987,0.608,5363
2909703,CRISTOPOLIS,BA,13374,0.614,4080
2933604,XIQUE XIQUE,BA,45660,0.585,4669
3112703,CAPITAO ENEAS,MG,14372,0.639,12324
3501202,ALVARES FLORENCE,SP,3834,0.728,16711
3540309,PONTES GESTAL,SP,2515,0.732,33044
3510708,CARDOSO,SP,11836,0.722,12260
3544202,RIOLANDIA,SP,10880,0.703,11333
3161304,SAO FRANCISCO DE SALES,MG,5852,0.688,21963
3133402,ITAPAGIPE,MG,13932,0.723,19617
3535002,PALESTINA,SP,11346,0.732,16795
3536604,PAULO DE FARIA,SP,8607,0.725,19149
3534203,ORINDIUVA,SP,5904,0.767,22625
3127107,FRUTAL,MG,54511,0.73,17270
3530003,MIRA ESTRELA,SP,2854,0.743,12439
3111101,CAMPINA VERDE,MG,19358,0.704,17538
3129103,GURINHATA,MG,6025,0.68,16685
3134202,ITUIUTABA,MG,98392,0.739,20844
3131406,IPIACU,MG,4120,0.696,13300
3152808,PRATA,MG,26139,0.695,19847
3517505,GUAPIACU,SP,18441,0.725,20635
3511300,CEDRAL,SP,8165,0.766,15459
3555604,UCHOA,SP,9537,0.721,14157
3519402,IBIRA,SP,11115,0.74,11221
3540804,POTIRENDABA,SP,15720,0.747,18238
3533908,OLIMPIA,SP,50630,0.773,20609
3534005,ONDA VERDE,SP,3956,0.738,33396
3500907,ALTAIR,SP,3859,0.687,37442
3552601,TABAPUA,SP,11495,0.735,15467
3511102,CATANDUVA,SP,113873,0.785,19908
3521150,IPIGUA,SP,4613,0.73,9233
3533007,NOVA GRANADA,SP,19507,0.739,12030
3519808,ICEM,SP,7567,0.72,15372
3517901,GUARACI,SP,10147,0.737,14354
3514957,EMBAUBA,SP,2415,0.73,17455
3509304,CAJOBI,SP,9858,0.734,12069
3535705,PARAISO,SP,5969,0.749,16007
3551900,SEVERINIA,SP,15788,0.715,15429
3127008,FRONTEIRA,MG,14799,0.684,56102
3116902,COMENDADOR GOMES,MG,2992,0.697,34723
3531506,MONTE AZUL PAULISTA,SP,18838,0.753,20124
3512001,COLINA,SP,17478,0.757,23888
3506102,BEBEDOURO,SP,75069,0.78,41377
3556800,VIRADOURO,SP,17499,0.739,9939
3554409,TERRA ROXA,SP,8619,0.749,11156
3512100,COLOMBIA,SP,6001,0.71,19876
3151602,PLANURA,MG,10700,0.712,34184
3150703,PIRAJUBA,MG,4946,0.723,38225
3111408,CAMPO FLORIDO,MG,7103,0.706,40794
5209150,GOUVELANDIA,GO,5091,0.674,18741
5209937,INACIOLANDIA,GO,5769,0.692,14360
5203500,BOM JESUS DE GOIAS,GO,21402,0.701,14039
5209101,GOIATUBA,GO,32698,0.725,21090
5218052,PORTEIRAO,GO,3427,0.684,44843
3111804,CANAPOLIS,MG,11476,0.722,24673
3112604,CAPINOPOLIS,MG,15424,0.723,15611
5204250,CACHOEIRA DOURADA,GO,8214,0.698,50209
5211503,ITUMBIARA,GO,94613,0.752,24313
3109808,CACHOEIRA DOURADA,MG,2536,0.726,17250
5216007,PANAMA,GO,2668,0.686,16558
5221551,TURVELANDIA,GO,4532,0.691,44016
5200134,ACREUNA,GO,20578,0.686,13290
5222054,VICENTINOPOLIS,GO,7576,0.684,15502
5212105,JOVIANIA,GO,7151,0.706,11894
5207402,EDEIA,GO,11424,0.739,27067
5211701,JANDAIA,GO,6138,0.707,21842
5209952,INDIARA,GO,13970,0.701,11031
5213806,MORRINHOS,GO,42135,0.734,16478
5207352,EDEALINA,GO,3723,0.702,18064
5217708,PONTALINA,GO,17207,0.687,10798
5200506,ALOANDIA,GO,2040,0.697,9090
1713957,MURICILANDIA,TO,3224,0.596,10373
1502954,ELDORADO DOS CARAJAS,PA,32115,0.56,6297
1507458,SAO GERALDO DO ARAGUAIA,PA,25277,0.595,6134
1701309,ARAGOMINAS,TO,5838,0.593,7660
1717206,PIRAQUE,TO,2933,0.621,12023
1703883,CARMOLANDIA,TO,2363,0.64,11374
